texto,categoria,criterio,formato
Podrías generarme un reporte de ciudadanos demorado en xlsx,clientes,atrasados,excel
Hazme un reporte de adjuntos demorados en archivo word,documentos,atrasados,word
en en excel quiero el reporte de personas todas,clientes,todos,excel
Reporte documento en word,documentos,todos,word
Generar un reporte de diagramas de actividad activos en vista previa,politicas,pendientes,pantalla
Datos archivos tardíos excel,documentos,atrasados,excel
Necesito exportar a pdf el listado de casos todos,tramites,todos,pdf
Quiero un reporte de clientes atrasados en formato portable,clientes,atrasados,pdf
descargar reporte de requisitos en formato word,documentos,todos,word
Quisiera ver la lista de trámite todos y bajarla en hoja de cálculo,tramites,todos,excel
Listado ciudadanos cualquiera visualizar,clientes,todos,pantalla
Descargar en en pdf el reporte de usuarios finales fuera de plazo,clientes,atrasados,pdf
Dame los solicitante global en formato en pantalla,clientes,todos,pantalla
Obtener reporte de peticiones en progreso en archivo pdf,tramites,pendientes,pdf
Crear reporte de trámite demorado en excel,tramites,atrasados,excel
Por favor genera un reporte de cliente completo en mostrar,clientes,todos,pantalla
Listado requisitos tardíos formato excel,documentos,atrasados,excel
quiero un reporte de solicitudes terminados en xlsx,tramites,completados,excel
Reporte documento activos xlsx,documentos,pendientes,excel
reporte solicitante procesando formato excel,clientes,pendientes,excel
por favor genera un reporte de solicitantes finalizado en archivo pdf,clientes,completados,pdf
Listado personas aprobados en excel,clientes,completados,excel
¿cómo puedo ver el reporte de operador demorados en hoja de cálculo?,usuarios,atrasados,excel
Reporte operadores sin filtros en word,usuarios,todos,word
Quiero un reporte de usuario en documento word,usuarios,todos,word
crear reporte de diagramas de actividad cualquiera en documento word,politicas,todos,word
Quiero un reporte de cliente general en en pantalla,clientes,todos,pantalla
Necesito el reporte de funcionarios en en pdf,usuarios,todos,pdf
Listado papeles resueltos pantalla,documentos,completados,pantalla
Dame los adjuntos terminados en formato formato portable,documentos,completados,pdf
Necesito exportar a ver el listado de solicitudes hechos,tramites,completados,pantalla
Generar un reporte de políticas en en word,politicas,todos,word
Muéstrame un reporte de archivo pendientes en visualizar!,documentos,pendientes,pantalla
Reporte trámite aprobados documento editable,tramites,completados,word
En formato json quiero el reporte de requisitos todos,documentos,todos,pantalla
Listado trámites sin terminar json!,tramites,pendientes,pantalla
descargar en documento editable el reporte de usuarios todas,usuarios,todos,word
Descargar reporte de políticas de negocio pendientes en word,politicas,pendientes,word
Crear reporte de política en formato portable,politicas,todos,pdf
Muéstrame un reporte de trámites fuera de plazo en docx,tramites,atrasados,word
Descargar reporte de adjuntos hechos en formato excel,documentos,completados,excel
generar un reporte de usuarios con demora en formato excel,usuarios,atrasados,excel
reporte ciudadanos vencido formato json,clientes,atrasados,pantalla
Exportar a formato json los usuarios finales tardíos.,clientes,atrasados,pantalla
Obtener reporte de personal global en visualizar,usuarios,todos,pantalla
Obtener reporte de política de negocio en excel,politicas,todos,excel
reporte política documento word,politicas,todos,word
Crear reporte de reglas en xlsx,politicas,todos,excel
¿es posible obtener los usuarios finales todos en word?,clientes,todos,word
Crear reporte de política en formato pdf,politicas,todos,pdf
Sácame un reporte de solicitantes completo en excel,clientes,todos,excel
Generar un reporte de diagramas de actividad completado en docx,politicas,completados,word
Quiero exportar en hoja excel las políticas de negocio sin filtros,politicas,todos,excel
Crear reporte de personas en visualizar,clientes,todos,pantalla
Dame los políticas de negocio en formato excel.,politicas,todos,excel
Listado archivo terminados formato excel,documentos,completados,excel
obtener reporte de clientes en visualizar,clientes,todos,pantalla
Hazme un reporte de solicitante total en pantalla,clientes,todos,pantalla
Hazme un reporte de trámite terminados en xlsx,tramites,completados,excel
Generar un reporte de documento activo en formato pdf,documentos,pendientes,pdf
crear reporte de solicitantes vencido en formato portable.,clientes,atrasados,pdf
GENERAR UN REPORTE DE FLUJOS DE TRABAJO DEMORADOS EN DOCUMENTO PDF,tramites,atrasados,pdf
Lista fichero vista previa,documentos,todos,pantalla
Descargar reporte de documento resuelto en ver,documentos,completados,pantalla
NECESITO EXPORTAR A JSON EL LISTADO DE PERSONAS EN CURSO,clientes,pendientes,pantalla
exportar a ver los solicitante,clientes,todos,pantalla
Necesito el reporte de política de negocio activo en pantalla,politicas,pendientes,pantalla
Hazme un reporte de trámites total en formato portable,tramites,todos,pdf
Generar un reporte de funcionarios en excel.,usuarios,todos,excel
Descargar en en word el reporte de requisitos activos.,documentos,pendientes,word
EXPORTAR A EN EXCEL LOS TRÁMITES,tramites,todos,excel
lista política con retraso formato excel,politicas,atrasados,excel
Quiero exportar en formato excel las políticas de negocio fuera de plazo.,politicas,atrasados,excel
obtener reporte de usuarios finales todos en archivo excel,clientes,todos,excel
Quisiera ver la lista de empleados aprobado y bajarla en pantalla,usuarios,completados,pantalla
necesito exportar a docx el listado de casos tardíos,tramites,atrasados,word
Crear reporte de clientes resueltos en archivo excel,clientes,completados,excel
Descargar reporte de ciudadanos en documento pdf.,clientes,todos,pdf
Reporte ciudadanos formato json,clientes,todos,pantalla
En documento pdf quiero el reporte de políticas hechos,politicas,completados,pdf
Descargar en pantalla el reporte de usuarios finales cualquiera,clientes,todos,pantalla
Generar un reporte de personal procesando en archivo excel,usuarios,pendientes,excel
Obtener reporte de reglas en archivo excel,politicas,todos,excel
Descargar en documento editable el reporte de clientes cualquiera!,clientes,todos,word
Hazme un reporte de trámites vencido en word,tramites,atrasados,word
Reporte fichero formato json,documentos,todos,pantalla
Generar un reporte de ciudadanos con retraso en pdf,clientes,atrasados,pdf
Quiero exportar en pantalla las fichero sin filtros!,documentos,todos,pantalla
Crear reporte de casos en word,tramites,todos,word
Quiero exportar en docx las trámite lista completa,tramites,todos,word
DESCARGAR REPORTE DE POLÍTICA DE NEGOCIO EN PANTALLA,politicas,todos,pantalla
Sácame un reporte de archivos total en vista previa,documentos,todos,pantalla
Datos peticiones completado json,tramites,completados,pantalla
Descargar reporte de personas en archivo pdf,clientes,todos,pdf
Necesito el reporte de documento en en word,documentos,todos,word
Quiero exportar en archivo word las política activo,politicas,pendientes,word
Datos archivo global consola.,documentos,todos,pantalla
Crear reporte de usuarios finales en word,clientes,todos,word
Necesito el reporte de solicitantes en documento editable!,clientes,todos,word
Necesito el reporte de peticiones completados en documento word,tramites,completados,word
Descargar en ver el reporte de trámite fuera de plazo,tramites,atrasados,pantalla
Generar un reporte de solicitantes sin terminar en formato word.,clientes,pendientes,word
Por favor genera un reporte de documento terminado en word,documentos,completados,word
muéstrame un reporte de archivo con retraso en docx,documentos,atrasados,word
descargar reporte de fichero activos en visualizar!,documentos,pendientes,pantalla
reporte archivos sin filtros documento editable,documentos,todos,word
Quiero exportar en documento pdf las personal con retraso,usuarios,atrasados,pdf
Obtener reporte de operadores atrasados en documento editable.,usuarios,atrasados,word
Muéstrame un reporte de empleado en docx,usuarios,todos,word
Dame los diagramas en formato mostrar,politicas,todos,pantalla
Necesito el reporte de operadores en documento editable!,usuarios,todos,word
Dame los operadores demorados en formato pantalla,usuarios,atrasados,pantalla
Descargar reporte de trámites en formato word.,tramites,todos,word
Descargar reporte de operadores en proceso en xlsx,usuarios,pendientes,excel
Listado reglas atrasado formato word,politicas,atrasados,word
Lista clientes docx,clientes,todos,word
En formato en word dame los solicitante aprobados,clientes,completados,word
Descargar en archivo word el reporte de trámite completado,tramites,completados,word
obtener reporte de casos en en excel,tramites,todos,excel
Muéstrame un reporte de política de negocio vencidos en en pantalla,politicas,atrasados,pantalla
Crear reporte de personas en formato portable,clientes,todos,pdf
Exportar a vista previa los políticas sin terminar,politicas,pendientes,pantalla
Listado operador pendientes vista previa,usuarios,pendientes,pantalla
dame los empleados activo en formato en pdf.,usuarios,pendientes,pdf
Datos usuarios finales pendientes mostrar,clientes,pendientes,pantalla
lista clientes general pantalla,clientes,todos,pantalla
Podrías generarme un reporte de personas completado en archivo word!,clientes,completados,word
¿cómo puedo ver el reporte de archivos pendiente en pantalla?,documentos,pendientes,pantalla
Reporte usuarios xlsx,usuarios,todos,excel
Quiero un reporte de diagramas de actividad en pdf,politicas,todos,pdf
Generar un reporte de casos global en archivo excel,tramites,todos,excel
quisiera ver la lista de clientes todos y bajarla en excel,clientes,todos,excel
Lista clientes vencidos mostrar.,clientes,atrasados,pantalla
Generar un reporte de política de negocio finalizado en documento pdf,politicas,completados,pdf
Quiero un reporte de procesos en documento word,tramites,todos,word
Necesito exportar a visualizar el listado de flujos de trabajo en proceso,tramites,pendientes,pantalla
Quisiera ver la lista de diagramas de actividad general y bajarla en archivo excel,politicas,todos,excel
Exportar a documento pdf los solicitantes sin terminar,clientes,pendientes,pdf
Listado funcionarios demorado formato excel,usuarios,atrasados,excel
Generar un reporte de solicitante activos en mostrar.,clientes,pendientes,pantalla
Descargar reporte de personas total en formato pdf,clientes,todos,pdf
Quiero un reporte de diagramas de actividad total en en excel,politicas,todos,excel
Lista cliente archivo pdf.,clientes,todos,pdf
Obtener reporte de política en curso en mostrar,politicas,pendientes,pantalla
¿es posible obtener los diagramas atrasados en en excel?.,politicas,atrasados,excel
Obtener reporte de funcionarios con demora en visualizar,usuarios,atrasados,pantalla
Dame los trámites en formato pdf,tramites,todos,pdf
Reporte usuarios finales resuelto formato json,clientes,completados,pantalla
descargar reporte de política de negocio en word,politicas,todos,word
Descargar reporte de usuarios finales resuelto en archivo pdf.,clientes,completados,pdf
necesito exportar a en excel el listado de casos completo,tramites,todos,excel
quiero un reporte de solicitante en formato word,clientes,todos,word
Dame los política tardíos en formato formato portable!,politicas,atrasados,pdf
Quisiera ver la lista de documento vencidos y bajarla en vista previa,documentos,atrasados,pantalla
Exportar a documento pdf los archivo!,documentos,todos,pdf
Quisiera ver la lista de diagramas demorados y bajarla en archivo excel,politicas,atrasados,excel
Obtener reporte de personal en xlsx,usuarios,todos,excel
lista documento aprobado documento editable,documentos,completados,word
Descargar reporte de peticiones aprobados en ver,tramites,completados,pantalla
Quisiera ver la lista de trámite con demora y bajarla en json,tramites,atrasados,pantalla
DAME LOS EMPLEADO EN CURSO EN FORMATO FORMATO PDF,usuarios,pendientes,pdf
Datos personas resuelto documento pdf,clientes,completados,pdf
Descargar en en excel el reporte de usuario vencido,usuarios,atrasados,excel
Obtener reporte de política en archivo pdf.,politicas,todos,pdf
En formato pantalla dame los archivo fuera de plazo,documentos,atrasados,pantalla
Necesito exportar a formato excel el listado de usuarios vencidos,usuarios,atrasados,excel
Listado procesos fuera de plazo docx,tramites,atrasados,word
